stove_details_name,details_manu,details_web,details_tiers_eff_num,details_tiers_safe_num,details_tiers_co_num,details_tiers_pm_num,details_tiers_iwa_ie_num,stove_life,pot_rec,pot_cap,stove_feed,stove_food_common,stove_price,stove_dimensions,stove_weight,stove_assembly_materials,iso_co_val,iso_co_sd,iso_co_num,iso_co_date,iso_co_fuel,iso_pm_val,iso_pm_sd,iso_pm_num,iso_pm_date,iso_pm_fuel,iso_eff_char_val,iso_eff_char_sd,iso_eff_char_num,iso_eff_char_date,iso_eff_char_fuel,iwa_co_val,iwa_co_sd,iwa_co_num,iwa_co_date,hp_co_fuel,iwa_pm_val,iwa_pm_sd,iwa_pm_num,iwa_pm_date,hp_pm_fuel,iwa_co_low_val,iwa_co_low_sd,iwa_co_low_num,iwa_co_low_date,lp_co_fuel,iwa_pm_low_val,iwa_pm_low_sd,iwa_pm_low_num,iwa_pm_low_date,lp_pm_fuel,iwa_eff_val,iwa_eff_sd,iwa_eff_num,iwa_eff_date,hp_eff_fuel,stove_feed_min,stove_feed_max,stove_feed_average,stove_price_min,stove_price_max,stove_price_average,iso_co_sd_min,iso_co_sd_max,iso_co_sd_average,iso_pm_sd_min,iso_pm_sd_max,iso_pm_sd_average,iso_eff_char_sd_min,iso_eff_char_sd_max,iso_eff_char_sd_average,iwa_co_sd_min,iwa_co_sd_max,iwa_co_sd_average,iwa_pm_sd_min,iwa_pm_sd_max,iwa_pm_sd_average,iwa_co_low_sd_min,iwa_co_low_sd_max,iwa_co_low_sd_average,iwa_pm_low_sd_min,iwa_pm_low_sd_max,iwa_pm_low_sd_average,iwa_eff_sd_min,iwa_eff_sd_max,iwa_eff_sd_average
Prakti-MFS,Prakti Design,http://praktidesign.com/,,,,,,5.0,Both,10.0,1.0-16.0,"rice, roti, vegetables/meat sauce",38.0-38.0,235.0/235.0/290.0,6.2,Assembly tools provided with first order.,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,1.0,16.0,8.5,38.0,38.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,
Coaxial Combustion System,Energyflex,,,,,,,35.0,Other pot type,40.0,1.0-150.0,"vegetables, meats, soups, breads, smoked foods, fish",220.0-556.0,,,"All materials are pre-cut at local manufacturer and assembled with wrenches, screwdrivers, and supplied bolts/screws",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,1.0,150.0,75.5,220.0,556.0,388.0,,,,,,,,,,,,,,,,,,,,,,,,
Solavore Sport,"Solavore, LLC",http://www.solavore.com/,,,,,,25.0,Flat bottom,4.0,6.0-12.0,"all types of slow-cooked foods, including baking",229.5,692.0/311.0/431.0,4.1,"twelve components, jigs, common tools",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,6.0,12.0,9.0,229.5,,229.5,,,,,,,,,,,,,,,,,,,,,,,,
Super Jumbo Multi Biomass Cooking Stove,Locally manufactured,,,,,,,,Round bottom,20.0,20.0-30.0,"rice, meat, fish, veges,",70.0-80.0,400.0/250.0/400.0,,"empty scrap LPG and freon gas containers and galvanised and stainless scrap metals, flat bars",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,20.0,30.0,25.0,70.0,80.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,
Unnotho Chulla,Locally manufactured,,,,,,,76.0,Other pot type,,5.0-5.0,Any,nan-15.0,,,"Cement, brick, sand",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,5.0,5.0,5.0,,15.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,
M1-m-G Stove,Montals Engineering,,,,,,,,Both,15.0,3.0-10.0,Any kind of food,40.0-42.0,,,"Spanner, screw driver",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,3.0,10.0,6.5,40.0,42.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,
FN stove,Fundación Natura,http://www.natura.org.co/,,,,,,,Flat bottom,10.0,1.0-15.0,,300.0-350.0,700.0/900.0/850.0,,"Bricks, refractory bricks, griddle, steel oven, metallic frame, mortar, ceramic pipes (3)",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,1.0,15.0,8.0,300.0,350.0,325.0,,,,,,,,,,,,,,,,,,,,,,,,
Hifadhi,Climate Pal/Stelosy,http://climatepal.com/,,,,,,5.0,Both,,nan-6.0,"beans, ugali",,,12.0,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombian stove with oven and water heater,,,,,,,,10.0,Flat bottom,5.0,2.0-8.0,"Soup, rice, lentils, chickpeas, meat, poultry, fish, beans",350.0-450.0,1000.0/1000.0/1000.0,350.0,"Brick, Refractory Brick, Cement, Sand, Water",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,2.0,8.0,5.0,350.0,450.0,400.0,,,,,,,,,,,,,,,,,,,,,,,,
Portico Premium Stove,The Portico Ltd,https://www.facebook.com/porticouganda,,,,,,3.0,Flat bottom,,8.0-20.0,African foods,33.0-50.0,300.0/300.0/300.0,7.0,"Steel plates, angle lines, stove liner, cement, sand, insulation material",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,8.0,20.0,14.0,33.0,50.0,41.5,,,,,,,,,,,,,,,,,,,,,,,,
CTG Clean Cookstoves,Compagnie des Techniques Générales Su,,,,,,,,Flat bottom,,150.0-1500.0,"Beans, rice, maize, banana, etc..",nan-0.0,600.0/300.0/800.0,,Steel or bricks,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,150.0,1500.0,825.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Inkafogao,"Gamadaric, Lda",,,,,,,6.0,Both,15.0,,,,500.0/720.0/730.0,40.0,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAMA1506,"Gamadaric, Lda",,,,,,,4.0,Both,15.0,,,,300.0/300.0/320.0,5.0,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAMA1412,"Gamadaric, Lda",,,,,,,6.0,Both,15.0,,,,325.0/325.0/246.0,10.0,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adarsh Cook Stove,Adarsh Plant Protect Ltd.,http://www.adarshplant.com/,,,,,,3.0,Both,60.0,4.0-15.0,Any,20.0-30.0,250.0/250.0/295.0,4.0,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,4.0,15.0,9.5,20.0,30.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,
Dattu Chulah,Shri Ram Dev and Company,www.dattuchulha.in,,,,,,5.0,Both,7.0,2.0-12.0,,50.0-60.0,240.0/240.0/310.0,9.0,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,2.0,12.0,7.0,50.0,60.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,
Quintas TLUD Gasifier Stove,Quintas,http://quintasenergies.com/,,,,,,4.0,Both,450.0,25.0-1000.0,All types of food,200.0-1000.0,,,Metal fabrication workshop,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,25.0,1000.0,512.5,200.0,1000.0,600.0,,,,,,,,,,,,,,,,,,,,,,,,
HEERS,Shrinarayan Buildtech Pvt Ltd,http://www.heersstove.com/,,,,,,5.0,Flat bottom,200.0,400.0-450.0,,600.0-800.0,800.0/600.0/1100.0,64.0,"Laser cut steel plates SS602 and SS310, insulation material, metal handling machines.",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,400.0,450.0,425.0,600.0,800.0,700.0,,,,,,,,,,,,,,,,,,,,,,,,
Fogao tio Mario,,,,,,,,2.0,Both,10.0,1.0-15.0,"Arroz, cereais, farinha de milho...",60.0-65.0,,2.0,Chapas de ferro ou aço.,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,1.0,15.0,8.0,60.0,65.0,62.5,,,,,,,,,,,,,,,,,,,,,,,,
Envirofit Pureflame LPG,Envirofit International,http://www.envirofit.org/,,,,,,,,,,,,510.0/550.0/100.0,3.8,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simi Stove,Simi Stove Ltd,https://www.simistove.com/,,,,,,3.0,Both,5.0,1.0-5.0,"Stews, Curries, Vegetables, Bread",17.0-20.0,180.0/180.0/75.0,0.27,None (by hand),,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,1.0,5.0,3.0,17.0,20.0,18.5,,,,,,,,,,,,,,,,,,,,,,,,
Majik-fire,Nenu Engineering Ltd,,,,,,,3.0,Both,20.0,5.0-7.0,"Rice, beans, fufu, amala",14.0-19.0,250.0/250.0/245.0,6.2,"Drilling machine & drill bit, rivet pins & rivet gun",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,5.0,7.0,6.0,14.0,19.0,16.5,,,,,,,,,,,,,,,,,,,,,,,,
SuperSaver AI Wood (PCS-1),Envirofit International,http://www.envirofit.org/,,,,,,5.0,Both,20.0,5.0-7.0,Any Food,nan-33.0,,5.0,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,5.0,7.0,6.0,,33.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,
SaverPro Griddle (HM-5000),Envirofit International,http://www.envirofit.org/,,,,,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,24.9,24.9 - 24.9,1,2013.0,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.9,24.9,24.9
IMPMUD TERI PMU 0414D,The Energy and Resources Institute (TERI),http://www.teriin.org/,,,,,,,Flat bottom,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Envirofit CH-2300,Envirofit International,http://www.envirofit.org/,,,,,,,Round bottom,,,,,229.0/313.0/154.0,2.3,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hadyana,GOPT Ltd,,,,,,,5.0,Both,5.0,1.0-10.0,"All foods fried, roasted and boiled",140.0-1200.0,600.0/500.0/900.0,50.0,"Wood, Solar Panels, Batteries, GOPT Stove",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,1.0,10.0,5.5,140.0,1200.0,670.0,,,,,,,,,,,,,,,,,,,,,,,,
Mera-Mera,,,,,,,,,Flat bottom,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cocina Institutional,"Gamadaric, Lda",,,,,,,6.0,Round bottom,20.0,1.0-50.0,,,730.0/590.0/600.0,52.0,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,1.0,50.0,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
TERI SPF 0414S,The Energy and Resources Institute (TERI),http://www.teriin.org/,,,,,,,Flat bottom,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TERI SPT 0314 Stove,The Energy and Resources Institute (TERI),http://www.teriin.org/,,,,,,,Flat bottom,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMPMETAL TERI SPFM-0414N,The Energy and Resources Institute (TERI),http://www.teriin.org/,,,,,,,Flat bottom,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TERI SPF143- forced draft mud stove,Locally manufactured,,,,,,,2.0,Both,6.0,5.0-7.0,"rice, pulses, vegetables, roti",20,200.0/200.0/160.0,14.6,"mud, tin jackets, fan, pot skirt, battery",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,5.0,7.0,6.0,20.0,,20.0,,,,,,,,,,,,,,,,,,,,,,,,
Agneekaa ND Premium Stove,Swami Samarth Electronics Pvt. Ltd,http://swamisamarthelectronics.com/,,,,,,,Flat bottom,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenway Jumbo stove Model-JS1,Greenway Appliances,http://www.greenwayappliances.com/,,,,,,,Flat bottom,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prime Square,Prime Cookstoves,http://www.primestoves.com/,,,,,,2.0,Flat bottom,,,,30.0-30.0,274.0/274.0/350.0,3.5,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,30.0,30.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,
Ecostufa Repisa,Ecostufa - Mexico,http://www.ecostufa.com.mx/,,,,,,10.0,Flat bottom,40.0,nan-15.0,"Tamales, tortillas, beens, soups, broths, stews, pasta, rice, etc.",140.0-170.0,846.0/619.0/900.0,48.9,No additional materials are needed. These are all included.,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,15.0,15.0,140.0,170.0,155.0,,,,,,,,,,,,,,,,,,,,,,,,
PURA Multifuel TEG Smart Stove,PURA Infrastructural Development Consultants Pvt. Ltd,https://sites.google.com/site/purainfrastructureconsultants/,,,,,,5.0,Both,10.0,5.0-15.0,all kinds,75.0-100.0,,,"Refractory clay, metal (GIS) inner and outer shells, TEG, hot and cold sinks, wires, battery, fan",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,5.0,15.0,10.0,75.0,100.0,87.5,,,,,,,,,,,,,,,,,,,,,,,,
100 Suns,100 Suns,,,,,,,10.0,Both,10.0,1.0-8.0,"Lentils, Vegetables",15,1000.0/1000.0/100.0,15.0,"Planks/Plywood, Mirrors, slender wooden sticks, Hacksaw, Glue, some support structure for the pot and soot or some heat resistant black color for the pot.",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,1.0,8.0,4.5,15.0,,15.0,,,,,,,,,,,,,,,,,,,,,,,,
Tio Mário,,,,,,,,10.0,Both,5.0,5.0-8.0,,65.0-80.0,360.0/360.0/540.0,4.0,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,5.0,8.0,6.5,65.0,80.0,72.5,,,,,,,,,,,,,,,,,,,,,,,,
Srushti Chulha,KSP Industries,,,,,,,,Flat bottom,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mewar Angithi,Climate Healers,http://climatehealers.ning.com/,,,,,,3.0,Both,7.0,8.0-10.0,All foods,0.0-1.0,200.0/150.0/40.0,1.0,1 sq. ft of a scrap metal sheet with holes in it.,,,0,,,,,0,,,,,0,,,6.0,06-jun,1,2015.0,Wood,344.3,344.3 - 344.3,1,2015.0,Wood,,,0,,,,,0,,,24.6,24.6 - 24.6,1,2015.0,Wood,8.0,10.0,9.0,0.0,1.0,0.5,,,,,,,,,,6.0,,6.0,344.3,344.3,344.3,,,,,,,24.6,24.6,24.6
Eco-Smart Stove,Abellon CleanEnergy Ghana Ltd.,http://www.abelloncleanenergy.com/abellon-Ghana.aspx,,,,,,3.0,Both,100.0,50.0-500.0,"Boiling, frying and roasting",200.0-500.0,,15.0,"Metal, Insulating Matieral, accessories and Flame Controller",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,50.0,500.0,275.0,200.0,500.0,350.0,,,,,,,,,,,,,,,,,,,,,,,,
Agni Shikha,BD Vision,http://www.bdvision.com.bd,,,,,,,Round bottom,15.0,4.0-12.0,"Rice, Vegetables, Meat",22.0-25.0,290.0/100.0/335.0,10.22,"Steel Pipe, Cast Iron",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,4.0,12.0,8.0,22.0,25.0,23.5,,,,,,,,,,,,,,,,,,,,,,,,
EthaStove,"Fundacion Clean Energy Dominicana, Inc",,,,,,,7.0,Both,,2.0-6.0,All types cooked in a pot or frying pan,,375.0/625.0/125.0,7.0,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,2.0,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jumbo Zama,Rocket Works (Pty) Ltd,http://www.rocketworks.org/,,,,,,2.0,Both,100.0,,"Maize, rice, samp, putu or pap and various meats.",,400.0/2400.0/400.0,3.6,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Urja DIX,Energy Devices,http://www.energydevices1991.in/,,,,,,,Flat bottom,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rocket Works Cha-ZaMa Charcoal Stove,Rocket Works (Pty) Ltd,http://www.rocketworks.org/,,,,,,1.0,Both,10.0,1.0-8.0,"Maize, rice, samp, putu or pap and various meats.",,245.0/245.0/270.0,2.2,"We provide the stoves in component form and supply the tools necessary for final assembly. The tools supplied can be tailored to infrustructured available, with the most basic set comprising of only manual tools thereby avoiding any need for electricity.",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,1.0,8.0,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shakti Chula,Future Carbon Ltd.,http://www.futurecarbon.co.uk/,,,,,,7.0,Both,40.0,2.0-12.0,"All types of regular meals including rice, curry, vegetable, tea, fries, etc.",25.0-28.5,266.0/266.0/12.0,5.5,"Stainless steel, Wrought iron, blind rivet nut and glass wool",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,2.0,12.0,7.0,25.0,28.5,26.75,,,,,,,,,,,,,,,,,,,,,,,,
Vikram Bio Classic Chulha,Vikram Stoves and Fabricators,www.vikramstoves.com,,,,,,,Flat bottom,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stri Sakhi Chulha,Digvijay Sales and Engineering Works,http://www.digvijaysales.com/,,,,,,,Flat bottom,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digvijay Community Chulha,Digvijay Sales and Engineering Works,http://www.digvijaysales.com/,,,,,,,Flat bottom,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digvijay Chulha,Digvijay Sales and Engineering Works,http://www.digvijaysales.com/,,,,,,,Flat bottom,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG1 stove,Methano-Green Energy,,,,,,,5.0,Both,15.0,10.0-13.0,Family food,12.0-15.0,35.0/67.0/25.0,,"Clay deposit,Pottery,metal fabricating and painting workshop",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,10.0,13.0,11.5,12.0,15.0,13.5,,,,,,,,,,,,,,,,,,,,,,,,
Navashakti NSTF10,Navitas Green Power Fuel Management Pvt. Ltd,,,,,,,,Flat bottom,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supernova SGDCM,Supernova Technologies Pvt. Ltd,http://www.supernovawindsolar.com,,,,,,,Both,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maxi Stove,Rocket Works (Pty) Ltd,http://www.rocketworks.org/,,,,,,2.0,Both,100.0,,"Maize, rice, samp, putu or pap and various meats.",,530.0/580.0/770.0,10.62,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kunimbili,Sustainable Community Development Services (SCODE),http://www.scode.co.ke/,,,,,,4.0,Both,,1.0-20.0,"Githeri, Ugali, Rice, Vegetables etc",16.1-17.2,360.0/360.0/235.0,16.0,"Metal sheets (cladding), cement, vermiculite, water, ceramic liner",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,28.0,28 - 28,1,,Wood,1.0,20.0,10.5,16.1,17.2,16.65,,,,,,,,,,,,,,,,,,,,,,28.0,28.0,28.0
Ecochulla - Elegant Classic,Ecosense Appliances Pvt Ltd,,,,,,,3.0,Both,50.0,5.0-10.0,"roti, bhakri, rotla, dal, rice, all vegetables, all types of meats",50.0-70.0,270.0/300.0/260.0,7.0,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,5.0,10.0,7.5,50.0,70.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,
Shakti Chula V.1,Future Carbon Ltd.,http://www.futurecarbon.co.uk/,,,,,,10.0,Both,50.0,2.0-12.0,"Rice, meat, vegetable & all kinds of regular meal",32.25-35.0,266.0/266.0/304.0,5.5,"Stainless steel, steel & glass wool.",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,2.0,12.0,7.0,32.25,35.0,33.625,,,,,,,,,,,,,,,,,,,,,,,,
SaverPro 50 Wood,Envirofit International,http://www.envirofit.org/,,,,,,5.0,Flat bottom,50.0,nan-120.0,,,831.0/704.0/763.0,50.0,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,120.0,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ojas M06,SLN Enterprise,http://www.slnenterprise.in/cooking-stove.html,,,,,,,Flat bottom,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ojas,SLN Enterprise,http://www.slnenterprise.in/cooking-stove.html,,,,,,,Flat bottom,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXL Eco Chulha,Alpha Renewable Energy Pvt. Ltd,http://alphaindia.co.in,,,,,,,Flat bottom,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eco Chulha XXXL Stove,Alpha Renewable Energy Pvt. Ltd,http://alphaindia.co.in,,,,,,,Flat bottom,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TERI SPT 0610,The Energy and Resources Institute (TERI),http://www.teriin.org/,,,,,,,Flat bottom,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ojaskara,Enphiniti Engineering Solutions Pvt Ltd.,http://www.enphiniti.com/,,,,,,,Both,15.0,3.0-6.0,"Indian, Asian and African",,,4.0,Welding,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,3.0,6.0,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEW 300 Liter Heavy Duty Mobile Rocket Stove,Virunga Engineering Works,http://www.virungaengineeringworks.com/,,,,,,15.0,Both,300.0,200.0-800.0,"Beans, Posho, Porridge, Drinking Water",2000.0-5400.0,110.0/110.0/120.0,256.0,6 strong people and various tools needed to install and position the stove from it's pre-manufactured parts.,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,200.0,800.0,500.0,2000.0,5400.0,3700.0,,,,,,,,,,,,,,,,,,,,,,,,
SCODE charcoal stove all metal,Sustainable Community Development Services (SCODE),http://www.scode.co.ke,,,,,,7.0,Both,10.0,1.0-20.0,"Those to be boiled, fried and baked",28.0-35.0,300.0/300.0/200.0,6.0,"G24-MS metal sheets, G16-SS metal sheet, square 10mm metal strips, fiber glass",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,38.4,38.4 - 38.4,1,2012.0,Charcoal,1.0,20.0,10.5,28.0,35.0,31.5,,,,,,,,,,,,,,,,,,,,,,38.4,38.4,38.4
Gari Elephant,"Burro, LLC",http://www.burrobrand.biz/,,,,,,,Flat bottom,,,Gari,200,,50.0,"Wrench, Screw driver",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,200.0,,200.0,,,,,,,,,,,,,,,,,,,,,,,,
Navashakti NSCF10,Navitas Green Power Fuel Management Pvt. Ltd,,,,,,,,Flat bottom,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRERI Eco Chulha NDS-L,Sardar Patel Renewable Energy Research Institute (SPRERI),http://www.spreri.org/index.htm,,,,,,,Flat bottom,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRERI Eco Chulha NDT-L,Sardar Patel Renewable Energy Research Institute (SPRERI),http://www.spreri.org/index.htm,,,,,,,Flat bottom,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMPMETAL TERI SPFB-0514B,The Energy and Resources Institute (TERI),http://www.teriin.org/,,,,,,,Flat bottom,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
